页码,评论者昵称,评论星级,评论时间,评论者IP属地,有用数,评论内容
28,Ben,5星,2023/5/5 12:49,广东,9,还得是滚导，纯正的漫威味回来了，但也是滚导的漫威绝唱了。银河护卫队不管成员如何流动，家庭的内核一直在。最后随身听音乐响起，思绪回到星爵尬舞的八年前，那是银河护卫队故事的开始。结尾双彩蛋，第五阶段最好的漫威电影。
28,Spy Liu�,2星,2023/7/8 2:10,新加坡,2,主题乐园里一个项目玩两个半小时也很累的
28,20个小明≯,3星,2023/7/12 22:53,北京,0,算得上功德圆满了，起码没崩得太厉害，拍了这么多部梗都用烂了，想搞出点新花活也的确是不容易……
28,Pine,5星,2023/5/20 0:51,广东,6,为我的漫威影史画上一个句号
28,沙力兔,4星,2023/7/5 8:22,加拿大,0,诶忘标记了宇宙中巨大的骷髅形状的飞船还是挺震撼滴小动物们给自己起的名字都好可爱floor因为喜欢躺地板上
28,shawnj,4星,2023/8/27 9:25,天津,0,各有坚持，各有取舍
28,R成02,5星,2023/5/13 21:25,辽宁,3,四星半。格鲁特怎么越建模越胖，第一步精练瘦高多好看，走胖乎乎可爱路线了，有点不顺眼，但依旧是最喜欢的角色。卡魔拉怎么活的？？？接不上！但也算彩蛋了！勇度那段真可以！！复联四要有这小子用费那么大劲？这能力一个个的，全员复联。有些情节不舒服，刻意配乐煽情也需要有点剧情支撑，好几个地方引起了不适。建模太丑！而且惊悚！动物居民难以接受！！美式幽默有点难get，但是我还行！有些梗，真需要看过前面系列。等彩蛋间隙，来个短评！哈哈哈
28,粉色橘子,4星,2023/5/8 15:19,安徽,10,动物们真美好，人类垃圾。
28,伊凡诺夫,5星,2023/5/6 21:32,福建,12,太好看了，片尾的comeandgetyourlove真是让老粉落泪！
28,徐斯,5星,2023/5/19 7:30,广东,26,为板板哭死
28,特蕾莎莎,4星,2023/5/14 10:18,北京,9,感觉音乐没有2里那么好了，最后就记住了结尾那首，中间有些太多太嘈杂了。和我自和解的漫威电影，一群厌恶自己某些部分的loser组成的guardiansofthegalaxy，有些动物虐杀孩童打斗的场面真是滚导的恶趣味，可毛茸茸的小生物又让人爱的要死，一定是爱才能创造出来。
28,影中世界,3星,2023/5/7 19:27,江苏,0,某种意义上来说确实是复联4之后最好的漫威电影，但也仅限于与第四、第五阶段的其他电影比烂，属于可看的程度，剧情与银护前两部没法比，但视觉效果不错，劲歌金曲加分了不少，滚导算是把漫威快败坏的口碑拉回了一点，但这毕竟是个人风格强烈的电影，剧情也相对独立，对漫威后续的计划没什么太大帮助，想要重回之前的巅峰，还是不容易啊
29,贱草,3星,2023/5/10 15:28,美国,3,超级英雄片真是人类毒瘤
29,小牛魔王,5星,2023/5/3 13:25,新疆,34,复联4后的最佳吧，反派人设挺有意思的，火箭成长史也感人，值得二刷。UME双井首映式
29,Granite_花花,4星,2023/5/7 20:46,辽宁,2,拯救漫威口碑还是得看滚导啊~
29,Eurus,5星,2023/5/5 23:30,山东,11,《复联4》后漫威最佳？比《复联4》还好看才对！
29,琼斯黄,4星,2023/5/7 22:49,北京,1,就是那种，非常合适都市人的周末晚场电影。（太久没看3D，前十几分钟难受死了…
29,品客,4星,2023/5/14 19:56,北京,0,本来真的很讨厌漫威近年来的叙事方式，但作为三部曲终章的银护三真的比想象中好看太多了，找回了2014年那个夏天看第一部的感觉。ps看着小动物死掉真的太难受了，残害小动物的人都得死，都得死！
29,七彩云男,3星,2023/5/5 22:08,云南,6,两个彩蛋，一个是星爵之歌，一个是星爵吃饭并告诉大家星爵会回来的。。。比近期的漫威电影好一点，但也就好一点。。。。疲了
29,梵顿Kirin,4星,2023/5/8 23:10,四川,2,没在影院看成《奇异博士2》，看了这部也算是弥补遗憾了。
29,Fine,5星,2023/5/8 6:13,英国,3,放空大脑，沉浸其中，仿佛找回了没学电影前看电影那份最纯粹的快乐。眼泪也不自觉在眼眶中不断滑落，像是在和自己的青春道别。开灯屏亮，有些恍惚，我掰了掰手指，快10年了…一切如同时空穿越般梦幻。想起当年的《银护1》和自己的14岁，我毅然决然地选择了《HookedOnAFeeling》作为我初中音乐课的考试曲目，纯粹且兴奋。而想想如今的自己，已经有多久没有为了纯粹的喜爱而做决定了….
29,SH3056,3星,2023/5/5 14:26,广东,9,5+素鸡的family仅限地球人漫威给他扩容到全宇宙了！
29,祌骘,4星,2023/5/5 23:26,中国香港,5,歌单全踩点上。是可以循环几百遍的程度了。
29,williamadams,3星,2023/5/5 23:52,四川,7,平稳落地，填上了之前的坑，大团圆结局。火箭是主角
29,雪后林中有鹿,4星,2023/6/4 17:19,北京,2,一群奇怪的人组成的杂牌团队，爱与成长的主题贯穿始终，每一个角色都有在被好好对待，喜欢这个系列！
29,VinceTsang,4星,2023/5/3 17:24,日本,4,包括系列拿手的视觉和听觉在内，各个方面都力求溢出。前半段在不刻意煽情和送别的情况下摸到了动物议题的边缘，但很快就被注定要到来的告别挤出了视线之外。声势浩大的曲终人散，为此所有表达都必须靠边站，也算是情理之中。
29,雅 罗 米 尔 。,4星,2023/5/8 0:29,广东,1,四星半，在最终集终于体会到银护系列的精髓——Youdon’tneedtobenormaltobeloved（泪目）.所有人都太酷了，红的黄的绿的紫的蓝的白的黑的～
29,笛咖尔,5星,2023/5/13 22:51,上海,1,1.大boss被手下反杀（未遂）有创意的死法，2.金曲串烧，3.诺亚方舟太空篇，4.特别想去撸浣熊，5.你不爱我，不过这没关系，也许我们在另一个时空深爱彼此。6.人类只能活几十岁？！那还有什么劲儿啊？Exactly�
29,你的益达,4星,2023/5/12 21:11,广东,0,凡所有相，皆是虚妄。
29,嘻嘻呵呵,4星,2023/5/7 16:39,浙江,7,迪士尼还我JamesGunn！MD
29,MovieManic,5星,2023/5/7 18:59,四川,2,失败后的顿悟才是人生的新起点。
29,ClementinE,4星,2023/5/26 14:04,湖北,5,绝对是漫威第四阶段所有摆烂的主题乐园中最cinema的一部——区别的重点也许在于滚导真的爱他的角色、也爱这个系列，不像其他电影工业化下的流水线产物，滚导真的用心了。作为完结篇，没有落下对于每一个角色的塑造——即使部分角色的弧光不是很详细，至少是雨露均沾地打磨了群像。其中我最满意的是对于星爵和卡魔拉的关系的处理，在满足戏剧性转变的同时保证了不落入俗套的结尾，对于这个系列和这段感情来说，都太有韵味了。影像风格上倒是比我期待的收敛了一些，强烈的造型感大概是袭承了《自杀小队》，但总体来说没有太多可圈可点之处，也没有了魔幻而浪漫的滚导式暴力美学。但当影片最后的comeandgetyourlove响起时，这一切小小的瑕疵都烟消云散了，它们都化作了一杯酝酿了多年的醇厚之酒，只敬《银河护卫队》。
30,�⛓Nemik,2星,2023/5/7 16:59,上海,4,幼稚的笑话/感情和暴力不搭；只有男主是人类的样子让我想到那个说男模特本色女模特必须凹造型的贴子；wakemeupwhenactionscenesareover，ohwhen尴尬对白isover
30,A.Mi,5星,2023/5/6 8:53,北京,6,在分别的场合看了这部电影。真好，大家都开始了新生活。
30,南京刘经理,3星,2023/5/7 0:11,江苏,8,md漫威现在的反派都是小丑
30,Connor,4星,2023/5/9 13:27,黑龙江,1,“有笑有泪，年度最佳”复联4后漫威最佳作品名副其实，虽不能说是完美，但作为超英片已经达到优秀水准，让我回到19年前的时候。滚导一如既往地稳定发挥，总是能在商业与自我表达之中找到一个平衡点，一直喜欢他的一些恶趣味。作为银护系列的收官之作，给了影迷一个完美的答案，火箭身世的剧情很容易让人触动，而银护family如此不正经又如此团结一致，星云和groot是本作之中最靠谱的，但其他队员也都有成长的表现。比较失败的塑造就是反派，只会无能狂怒，战力忽高忽低，但这也是爆米花的通病了。影片中段的节奏也稍显杂乱了一点。但动作戏份非常精彩，格鲁特的几次变身，最后的一镜到底打斗都看得激情澎湃。分别是为了更好的重聚，银护小队一直在前行，Iloveuguys！
30,黄花大土块,5星,2023/5/7 14:10,浙江,1,非常好看，没想到松鼠人生那么精彩，groot也会说其他的话了，竟然不是wearefamily，可惜。
30,RUNE,4星,2023/5/7 23:27,福建,2,依旧的love、fun、song！已经开始期待滚导的新十年DC了
30,03Sanders,3星,2023/5/5 21:32,内蒙古,2,古恩可算是知道最后一部了，把恶趣味和合家欢揉一块玩了，割裂程度还能接受。总部那块让人想买设定集，另外喜欢所有小动物！谁不会喜欢原力狗狗！另外漫威能不能别让疯批说话喷口水的人当反派了，蚁人3+这里都蠢出天际，当的话就提点智慧行吗，我现在唯一的期待就是看doom啥时候出来清场。
30,обломов,4星,2023/7/9 12:20,江苏,0,火箭，重生之我当一把手
30,drunkenstain,4星,2023/5/7 22:19,四川,1,1.反地球的dystopia的设定真的很惊艳/吓到我，这一季的世界观和设定甚至比前作更精彩，视觉冲击力也很强很强2.银护真的是MCU里的奇迹，没有漫画粉，有的是笑中带泪和中二少年的莽劲，当rocket打开笼子，见到那个标牌上写着的字时，我爆哭！人生就是这样的，你可以是一只racoon，但做好了觉悟就可以冲破定义。3.dogdaysareover这个歌对应着满是观众的影院让我觉得疫情过去了，真好！
30,瑶瑶,4星,2023/9/11 10:01,辽宁,0,很温馨很感人，保护全物种还是蛮升华了。真的差点以为星爵要死掉，哈哈。“好人团”每个人都有优点，弱小也会成长。3部都维持了非常不错的水准，很棒！
30,火娃,3星,2023/5/21 22:17,福建,4,6/10。当护卫队穿彩色太空服，潜伏进空间似血管细胞、保安服装呈肉色的至高族基因公司，螳螂女给保安施加心灵控制、对周围一顿扫射，激战中被催眠的保安竟然自顾着舞姿，众人冲进反派的飞船对决后，舞蹈化的暴力处理使用慢镜头，令人目不衔接地欣赏到主角完美地避开敌人的扫膛腿并开枪。古恩将炫酷嬉闹的场面、俗套的台词互动单纯地堆砌起来，阻滞了情感的深度，浣熊的反抗则和前作一般陷入老套的父权话语：至高进化将小动物捉进笼子里培养，诺亚方舟般的密舱内满是克隆女孩，他用不正常的演化培育理想的星球居民，稍不合意就炸毁星球，对待浑身金黄色的大祭司和有点蠢的亚当都说一不二，代表了至高无上的父权；被生物实验改造的浣熊之所以走上‘‘弑父’’，是爱情的死亡触动他下狠手抓烂‘‘父亲’’脸皮、剥得只剩筋骨。这样狂妄自大的反派实在无聊。
30,U 兔,3星,2023/7/26 14:36,山东,0,不知道为啥，有点看不下去这些buddy情谊了，就觉得比较浅，看的时候总是会不自觉露出一种“好可爱啊，好吧就这样吧”的围笑。无论是美术还是场景设计，要说想象力方面是努力了的，呈现的也比漫威那些常规操作要好，但就是毫无新意，坏人也依旧是常规的“追求完美世界而变态”，还有这种“协助进化”在俗气的同时让人不舒服，跟种族灭绝是一体两面嘛。还有那个西游记的“反地球”，真的，好无聊。好的坏的都提不起劲来。就不能……纯耍帅咱不上这些主流价值么（我错了，对商业片不该有这样过分的要求）。残害动物真的难受，虽然是表现浣熊的苦难经历，看的过程中却能感觉到会满足一些人对这方面的喜好。有些小梗还是喜欢的，角色也都很可爱。银护和雷神依然是我最喜欢的漫威系列（不过，漫威整个在我的观影体系中都是可有可无）
30,福禄恩特,5星,2023/5/6 1:02,上海,4,鉴定为好的爆米花
30,vivi,3星,2023/10/17 13:28,广东,0,算是难看得来又没有很讨厌吧
30,FeiY,4星,2023/5/7 22:22,北京,1,captainRocketRaccoon，it'syourturnnow!
30,寒狐传媒,4星,2023/7/9 18:13,浙江,0,每个角色都不错。
30,M2,4星,2023/5/3 16:46,北京,0,近期漫威电影最佳。火箭的背景故事感人，多个长镜头动作场面华丽流畅，笑点与泪点分布舒适。缺点是克苏鲁元素过多，部分画面引人不适，反派过于中二变态，行事逻辑不合理，有强行推剧情之嫌。
30,一顿8汉堡,5星,2023/5/18 18:38,江苏,2,我爱火箭浣熊
30,Hi Friday,5星,2023/5/7 17:11,广东,1,还可以，四星电影吧，给五星情怀分了。很美好，看的还挺爽，甚至有的地方落泪了。虽然这反派还是有点大病，和征服者康不相上下。
30,GothamPunk,4星,2023/5/8 7:31,北京,2,存在着漫威当下普遍存在的所有问题。但詹姆斯古恩还是有点东西，很多片段几乎可以说是带有cult片色彩了。在迪士尼一贯的低幼氛围中，有一种“老子明天就辞职”的利落感。
